"","X","Tag","treatment","maple_leaf_length_0","maple_height_0","maple_leaves_0","gh_bench","Maple_LeafNum_End","Maple_Damage_End","Maple_TotalLeafArea_End","Maple_StemHeight_End","comp_number","Sample","ChlorA","ChlorB","DataFile","gluc_Conc","flav_Conc","gh_col","gh_row","GM_Leaf_Len_Initial","GM_NumberOfLeaves_Initial","Fern","Pool","Genotype","GM_Leaf_Number","GM_Leaf_Len","GM_Leaf_Wid","ThripsDam","WhiteFungDam","BlackPathDam","GM_TotalLeaf_Area","GM_NumberOfLeaves","GA3","Family","Region","Latitude","Longitude","Altitude","ID","Row_Field","Col_Field","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","Sampler","Maple_Died","RGR1","RGR2","RGR3","RGR4","MapleFinalMass","GM_Fecundity"
"223",254,"d|JWBOY-2-80|Q|255","gm",NA,NA,NA,1,NA,NA,NA,NA,76,"255_2",0.28456528,0.126440705,"Dat_Dec_11_2019_AM.txt",0.15949311504,0.09597584602,3,12,11,3,0,"No","d|JWBOY-2-80|Q|255",2,82,82,12,0,0,14991,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"255",5,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.15e-06,-1.03e-07,-8.48e-08,3.58e-08,NA,NA
"224",255,"e|VSGARO1-1-0|Q|547","gm",NA,NA,NA,1,NA,NA,NA,NA,78,"547_1",0.294636855,0.08573325,"Dat_Jan_22_2020_AM.txt",0.16152784332,0.09814200082,1,1,9,2,0,"No","e|VSGARO1-1-0|Q|547",1,60,56,3,0,2,17244,3,"y","VSGAR01","NorthAm",44.22842,-69.78268,62,"547",1,1,"Dead","Dead","Dead","Dead","Nikita",NA,1.4e-06,1.29e-06,3.38e-08,-5.62e-08,NA,NA
"225",256,"e|VSGARO1-1-0|Q|547","gm",NA,NA,NA,1,NA,NA,NA,NA,78,"547_2",0.446335995,0.15865963,"Dat_Jan_13_2020_AM.txt",0.1873585464,0.0756139909,1,1,9,2,0,"No","e|VSGARO1-1-0|Q|547",2,84,86,2,0,0,17244,3,"y","VSGAR01","NorthAm",44.22842,-69.78268,62,"547",1,1,"Dead","Dead","Dead","Dead","Nikita",NA,1.4e-06,1.29e-06,3.38e-08,-5.62e-08,NA,NA
"226",257,"e|VRCAN-1-40|Q|503","gm",NA,NA,NA,2,NA,NA,NA,NA,79,"503_1",0.338569705,0.129604305,"Dat_Jan_14_2020_AM.txt",0.19637687598,0.08595738007,3,19,14,3,0,"No","e|VRCAN-1-40|Q|503",1,38,30,0,0,0,11156,4,"n","VRCAN","NorthAm",42.003658,-73.328612,203,"503",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,3.91e-07,-3.7e-08,1.29e-07,4.15e-08,NA,NA
"227",258,"e|VRCAN-1-40|Q|503","gm",NA,NA,NA,2,NA,NA,NA,NA,79,"503_2",0.33578471,0.14561531,"Dat_Jan_14_2020_AM.txt",0.16711472436,0.083130548056,3,19,14,3,0,"No","e|VRCAN-1-40|Q|503",2,54,56,5,0,0,11156,4,"n","VRCAN","NorthAm",42.003658,-73.328612,203,"503",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,3.91e-07,-3.7e-08,1.29e-07,4.15e-08,NA,NA
"228",259,"e|MHNAT1-2-0|Q|365","gm",NA,NA,NA,2,NA,NA,NA,NA,80,"365_1",0.4184836,0.154482855,"Dat_Feb_5_2020_PM.txt",0.2802145785,0.144855129082,5,2,13,2,0,"No","e|MHNAT1-2-0|Q|365",1,47,43,1,2,0,5167,3,"n","MHNAT1","NorthAm",41.96159983,-71.35269983,60,"365",1,2,"15","22","76","8","Nikita",NA,8.5e-07,1.52e-08,1.74e-07,8.11e-08,NA,NA
"229",260,"e|MHNAT1-2-0|Q|365","gm",NA,NA,NA,2,NA,NA,NA,NA,80,"365_2",0.38752171,0.123604885,"Dat_Jan_24_2020_PM.txt",0.23655413778,0.135703125052,5,2,13,2,0,"No","e|MHNAT1-2-0|Q|365",2,54,54,2,0,1,5167,3,"n","MHNAT1","NorthAm",41.96159983,-71.35269983,60,"365",1,2,"15","22","76","8","Nikita",NA,8.5e-07,1.52e-08,1.74e-07,8.11e-08,NA,NA
"230",261,"b|VRCAN-1-40|Q|481","gm",NA,NA,NA,2,NA,NA,NA,NA,80,"481_1",0.276338465,0.08203405,"Dat_Feb_3_2020_AM.txt",0.17630548854,NA,5,2,9,2,0,"No","b|VRCAN-1-40|Q|481",1,58,55,6,0,0,6434,3,"y","VRCAN","NorthAm",42.003658,-73.328612,203,"481",1,2,"33","32","49","8","Nikita",NA,9.44e-07,1.12e-07,-2.25e-08,3.51e-08,NA,NA
"231",262,"b|VRCAN-1-40|Q|481","gm",NA,NA,NA,2,NA,NA,NA,NA,80,"481_2",0.316740785,0.098440325,"Dat_Jan_30_2020_PM.txt",NA,NA,5,2,9,2,0,"No","b|VRCAN-1-40|Q|481",2,31,24,10,0,0,6434,3,"y","VRCAN","NorthAm",42.003658,-73.328612,203,"481",1,2,"33","32","49","8","Nikita",NA,9.44e-07,1.12e-07,-2.25e-08,3.51e-08,NA,NA
"232",263,"a|CBMCK1-1-0|N|34","gm",NA,NA,NA,3,NA,NA,NA,NA,81,"34_1",0.26233155,0.0966487500000001,"Dat_Jan_10_2020_AM.txt",0.20384329416,0.109795913644,3,21,14,4,0,"No","a|CBMCK1-1-0|N|34",1,43,43,0,0,0,9224,3,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"34",4,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.1e-06,7.75e-08,-2.48e-08,1.29e-07,NA,NA
"233",264,"a|CBMCK1-1-0|N|34","gm",NA,NA,NA,3,NA,NA,NA,NA,81,"34_2",0.260438115,0.17535603,"Dat_Jan_22_2020_PM.txt",0.14271522846,0.064544939872,3,21,14,4,0,"No","a|CBMCK1-1-0|N|34",2,67,59,13,2,0,9224,3,"n","CBMCK1","NorthAm",40.04498333,-105.2325,1606.9,"34",4,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.1e-06,7.75e-08,-2.48e-08,1.29e-07,NA,NA
"234",265,"d|VRCAN-1-40|Q|499","gm",NA,NA,NA,3,NA,NA,NA,NA,81,"499_1",0.189202075,0.035632115,"Dat_Jan_10_2020_AM.txt",0.15083689812,0.07545152929,3,21,4,2,0,"No","d|VRCAN-1-40|Q|499",1,42,44,0,1,0,4928,2,"y","VRCAN","NorthAm",42.003658,-73.328612,203,"499",4,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.09e-06,1.03e-07,6e-08,4.92e-10,NA,NA
"235",266,"d|VRCAN-1-40|Q|499","gm",NA,NA,NA,3,NA,NA,NA,NA,81,"499_2",0.163490565,0.258593585,"Dat_Jan_30_2020_PM.txt",NA,NA,3,21,4,2,0,"No","d|VRCAN-1-40|Q|499",2,56,55,5,0,0,4928,2,"y","VRCAN","NorthAm",42.003658,-73.328612,203,"499",4,3,"Dead","Dead","Dead","Dead","Nikita",NA,1.09e-06,1.03e-07,6e-08,4.92e-10,NA,NA
"236",267,"b|MHBUR1-4-20|Q|347","gm",NA,NA,NA,2,NA,NA,NA,NA,82,"347_1",0.297859925,0.127383715,"Dat_Jan_31_2020_AM.txt",NA,NA,4,7,9,2,0,"No","b|MHBUR1-4-20|Q|347",1,33,33,1,0,0,3034,3,"y","MHBUR1","NorthAm",41.9675,-71.7069,128,"347",1,4,"Dead","Dead","Dead","Dead","Nikita",NA,1.04e-06,-1.54e-07,3.5e-08,8.32e-08,NA,NA
"237",268,"b|MHBUR1-4-20|Q|347","gm",NA,NA,NA,2,NA,NA,NA,NA,82,"347_2",0.074781165,0.059799755,"Dat_Feb_4_2020_AM.txt",0.09626134722,0.08108353177,4,7,9,2,0,"No","b|MHBUR1-4-20|Q|347",2,40,43,5,0,0,3034,3,"y","MHBUR1","NorthAm",41.9675,-71.7069,128,"347",1,4,"Dead","Dead","Dead","Dead","Nikita",NA,1.04e-06,-1.54e-07,3.5e-08,8.32e-08,NA,NA
"238",269,"d|SMITH1-20|Q|472","gm",NA,NA,NA,2,NA,NA,NA,NA,82,"472_1",0.27308376,0.0908746400000001,"Dat_Jan_29_2020_PM.txt",0.21732767988,0.070880942662,4,7,15,2,0,"No","d|SMITH1-20|Q|472",1,50,48,2,0,1,11250,4,"y","SMITH1","NorthAm",42.43150556,-76.38616667,326,"472",1,4,"Dead","Dead","Dead","Dead","Nikita",NA,4.52e-07,2.53e-07,4.83e-08,-6.43e-08,NA,NA
"239",270,"d|SMITH1-20|Q|472","gm",NA,NA,NA,2,NA,NA,NA,NA,82,"472_2",0.191518175,0.0672129699999999,"Dat_Jan_23_2020_PM.txt",0.19670450172,0.120030995074,4,7,15,2,0,"No","d|SMITH1-20|Q|472",2,70,65,0,0,1,11250,4,"y","SMITH1","NorthAm",42.43150556,-76.38616667,326,"472",1,4,"Dead","Dead","Dead","Dead","Nikita",NA,4.52e-07,2.53e-07,4.83e-08,-6.43e-08,NA,NA
"240",271,"d|MHNAT1-2-0|Q|362","gm",NA,NA,NA,4,NA,NA,NA,NA,83,"362_1",0.20620654,0.14229389,"Dat_Dec_9_2019.txt",0.1949456688,0.160895505376,3,18,9,2,0,"No","d|MHNAT1-2-0|Q|362",1,44,42,0,1,0,2377,2,"y","MHNAT1","NorthAm",41.96159983,-71.35269983,60,"362",6,3,"Dead","Dead","Dead","Dead","Liisa",NA,7.51e-07,4.64e-07,-1.9e-07,9.89e-08,NA,NA
"241",272,"d|SMITH1-20|Q|471","gm",NA,NA,NA,4,NA,NA,NA,NA,83,"471_1",0.234511605,0.096743195,"Dat_Dec_9_2019.txt",0.25146973068,0.117929824918,3,18,15,3,0,"No","d|SMITH1-20|Q|471",1,57,50,5,0,0,7687,3,"y","SMITH1","NorthAm",42.43150556,-76.38616667,326,"471",6,3,"Dead","Dead","Dead","Dead","Liisa",NA,4.16e-07,2.46e-07,-1.9e-07,1.19e-07,NA,NA
"242",273,"d|SMITH1-20|Q|471","gm",NA,NA,NA,4,NA,NA,NA,NA,83,"471_2",0.273052125,0.141365695,"Dat_Dec_10_2019_AM.txt",0.20191202664,0.06380844724,3,18,15,3,0,"No","d|SMITH1-20|Q|471",2,73,61,2,0,4,7687,3,"y","SMITH1","NorthAm",42.43150556,-76.38616667,326,"471",6,3,"Dead","Dead","Dead","Dead","Liisa",NA,4.16e-07,2.46e-07,-1.9e-07,1.19e-07,NA,NA
"243",274,"a|SMITH1-20|Q|455","gm",NA,NA,NA,4,NA,NA,NA,NA,84,"455_1",0.372365265,0.1508781,"Dat_Jan_22_2020_PM.txt",0.21763806216,0.092282552086,3,21,15,2,0,"No","a|SMITH1-20|Q|455",1,32,32,1,0,1,6068,3,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"455",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,3.31e-07,-2.19e-08,-2.81e-08,2.95e-08,NA,NA
"244",275,"a|SMITH1-20|Q|455","gm",NA,NA,NA,4,NA,NA,NA,NA,84,"455_2",0.179876035,0.119815355,"Dat_Dec_9_2019.txt",0.14604321624,0.118579671358,3,21,15,2,0,"No","a|SMITH1-20|Q|455",2,52,52,0,0,0,6068,3,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"455",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,3.31e-07,-2.19e-08,-2.81e-08,2.95e-08,NA,NA
"245",276,"d|CRSOSO-3-40|Q|61","gm",NA,NA,NA,4,NA,NA,NA,NA,84,"61_1",0.329986755,0.0929765050000001,"Dat_Jan_30_2020_PM.txt",NA,NA,3,21,14,3,0,"No","d|CRSOSO-3-40|Q|61",1,40,42,1,1,0,4540,2,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"61",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,2.76e-07,6.49e-08,-1.86e-08,2.26e-08,NA,NA
"246",277,"d|CRSOSO-3-40|Q|61","gm",NA,NA,NA,4,NA,NA,NA,NA,84,"61_2",0.323574695,0.123471345,"Dat_Jan_21_2020_AM.txt",0.16220033826,0.049598471752,3,21,14,3,0,"No","d|CRSOSO-3-40|Q|61",2,55,52,4,0,0,4540,2,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"61",9,6,"Dead","Dead","Dead","Dead","Liisa",NA,2.76e-07,6.49e-08,-1.86e-08,2.26e-08,NA,NA
"247",278,"a|SMAKC1-B|N|433","gm",NA,NA,NA,1,NA,NA,NA,NA,85,"433_1",0.22021264,0.0729169149999999,"Dat_Jan_13_2020_AM.txt",0.13319683854,0.069137188048,6,3,14,4,0,"No","a|SMAKC1-B|N|433",1,49,56,3,0,2,2912,2,"n","SMAKC1","NorthAm",41.173591,-81.643766,307,"433",7,4,"Dead","Dead","Dead","Dead","Liisa",NA,6.1e-07,-1.96e-07,4.3e-08,-3.69e-08,NA,NA
"248",279,"a|SMITH1-20|Q|451","gm",NA,NA,NA,1,NA,NA,NA,NA,85,"451_1",0.19101683,0.11053361,"Dat_Jan_15_2020_PM.txt",0.2166724284,0.07837583827,6,3,13,3,0,"No","a|SMITH1-20|Q|451",1,55,58,8,0,2,8765,4,"n","SMITH1","NorthAm",42.43150556,-76.38616667,326,"451",7,4,"Dead","Dead","Dead","Dead","Liisa",NA,NA,3.94e-07,-6.11e-08,2.93e-08,NA,NA
"249",280,"e|CWRIC2-X2|Q|101","gm",NA,NA,NA,4,NA,NA,NA,NA,86,"101_1",0.37474545,0.13623912,"Dat_Jan_10_2020_AM.txt",0.17397762144,0.076783714492,5,12,12,3,0,"No","e|CWRIC2-X2|Q|101",1,37,49,1,0,9,1923,2,"n","CWRIC2","NorthAm",37.544016,-77.509875,30,"101",3,5,"7","5","28","3","Nikita",NA,5.71e-07,2.06e-07,-1.09e-07,-2.76e-07,NA,NA
"250",281,"b|CRSOSO-3-40|Q|71","gm",NA,NA,NA,4,NA,NA,NA,NA,86,"71_1",0.30870867,0.07966099,"Dat_Jan_22_2020_PM.txt",0.14535347784,0.081235162606,5,12,11,3,0,"No","b|CRSOSO-3-40|Q|71",1,53,53,17,5,4,3065,2,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"71",3,5,"Dead","Dead","Dead","Dead","Nikita",NA,8.55e-07,-2.07e-09,5.62e-08,-2.82e-07,NA,NA
"251",282,"b|CRSOSO-3-40|Q|72","gm",NA,NA,NA,3,NA,NA,NA,NA,87,"72_1",NA,NA,"Dat_Dec_6_2019.txt",NA,NA,5,7,10,3,0,"No","b|CRSOSO-3-40|Q|72",1,31,35,0,0,2,2365,2,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"72",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.2e-07,2.64e-07,6.05e-08,-1.25e-07,NA,NA
"252",283,"b|CRSOSO-3-40|Q|72","gm",NA,NA,NA,3,NA,NA,NA,NA,87,"72_2",0.21909556,0.0898466500000001,"Dat_Jan_23_2020_PM.txt",0.09288162906,0.078993192388,5,7,10,3,0,"No","b|CRSOSO-3-40|Q|72",2,32,40,20,0,13,2365,2,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"72",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.2e-07,2.64e-07,6.05e-08,-1.25e-07,NA,NA
"253",284,"a|MSMID1-1-20|Q|372","gm",NA,NA,NA,3,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,5,7,11,2,0,"No",NA,NA,NA,NA,NA,NA,NA,6986,3,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"372",1,6,"Dead","Dead","Dead","Dead","Nikita",NA,8.79e-07,8.72e-08,4.89e-08,2.55e-08,NA,NA
"254",285,"b|MHBUR1-4-20|Q|346","gm",NA,NA,NA,2,NA,NA,NA,NA,88,"346_1",0.48787162,0.16027178,"Dat_Jan_13_2020_AM.txt",0.29192288784,0.148093530508,3,11,8,2,15,"No","b|MHBUR1-4-20|Q|346",1,34,38,0,0,7,4122,3,"y","MHBUR1","NorthAm",41.9675,-71.7069,128,"346",4,5,"12","17","113","16","Nikita",NA,8.14e-07,-1.08e-07,8.47e-08,8.89e-08,NA,NA
"255",286,"b|MHBUR1-4-20|Q|346","gm",NA,NA,NA,2,NA,NA,NA,NA,88,"346_2",0.529439695,0.16615515,"Dat_Jan_13_2020_AM.txt",0.21470667396,0.111550499032,3,11,8,2,15,"No","b|MHBUR1-4-20|Q|346",2,34,35,1,1,8,4122,3,"y","MHBUR1","NorthAm",41.9675,-71.7069,128,"346",4,5,"12","17","113","16","Nikita",NA,8.14e-07,-1.08e-07,8.47e-08,8.89e-08,NA,NA
"256",287,"b|CRSOSO-3-40|Q|73","gm",NA,NA,NA,2,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,3,11,8,3,15,"No",NA,NA,NA,NA,NA,NA,NA,861,2,"n","CRSORO","NorthAm",44.89568,-68.675117,59,"73",4,5,"17","15","77","9","Nikita",NA,7.55e-07,1.44e-07,-6.96e-07,8.33e-08,NA,NA
"257",288,"c|JBBLB2-1-20|Q|210","gm",NA,NA,NA,4,NA,NA,NA,NA,89,"210_1",0.385918695,0.131228595,"Dat_Jan_21_2020_AM.txt",0.19739424012,0.157418826922,5,15,19,2,0,"No","c|JBBLB2-1-20|Q|210",1,41,41,0,0,0,4543,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"210",8,5,"13","12","79","7","Liisa",NA,4.66e-07,2.44e-07,NA,NA,NA,NA
"258",289,"c|JBBLB2-1-20|Q|210","gm",NA,NA,NA,4,NA,NA,NA,NA,89,"210_2",NA,NA,"Dat_Dec_8_2019.txt",NA,NA,5,15,19,2,0,"No","c|JBBLB2-1-20|Q|210",2,53,54,0,0,0,4543,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"210",8,5,"13","12","79","7","Liisa",NA,4.66e-07,2.44e-07,NA,NA,NA,NA
"259",290,"c|CWRIC2-X2|Q|91","gm",NA,NA,NA,4,NA,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,5,15,13,2,0,"No",NA,NA,NA,NA,NA,NA,NA,1593,2,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"91",8,5,"11","9","71","4","Liisa",NA,7.5e-07,3.03e-07,NA,NA,NA,NA
"260",291,"d|JBBLB2-1-20|Q|214","gm",NA,NA,NA,4,NA,NA,NA,NA,90,"214_1",0.269958855,0.11680011,"Dat_Dec_9_2019.txt",0.20861973258,0.14314386679,5,20,9,2,0,"No","d|JBBLB2-1-20|Q|214",1,50,58,0,1,13,6930,2,"y","JBBLB2","NorthAm",38.90765,-75.05181667,0,"214",6,3,"Dead","Dead","Dead","Dead","Liisa",NA,1.23e-06,1.46e-07,-7.06e-08,-1.21e-07,NA,NA
"261",292,"a|MSMID1-1-20|Q|375","gm",NA,NA,NA,4,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,5,20,9,2,0,"No",NA,NA,NA,NA,NA,NA,NA,7160,3,"n","MSMID1","NorthAm",41.60111111,-72.70111111,5,"375b",6,3,"Dead","Dead","Dead","Dead","Liisa",NA,9.92e-07,2.74e-07,1.09e-07,-5.98e-08,NA,NA
"262",293,"d|JWBOY-2-80|Q|256","gm",NA,NA,NA,4,NA,NA,NA,NA,91,"256_1",0.42636969,0.1540417,"Dat_Jan_17_2020_PM.txt",0.29000886378,0.132139800406,1,17,12,3,0,"No","d|JWBOY-2-80|Q|256",1,44,43,0,1,0,4745,3,"n","JWBOY1","NorthAm",39.061684,-78.074413,250.9,"256",6,6,"15","11","62","8","Liisa",NA,6.96e-07,5.13e-07,-5.24e-07,2.1e-07,NA,NA
"263",294,"b|RULEB1-20|N|423","gm",NA,NA,NA,4,NA,NA,NA,NA,91,"423_1",0.280711065,0.111026,"Dat_Jan_10_2020_AM.txt",0.31856403354,0.094416214564,1,17,16,3,0,"No","b|RULEB1-20|N|423",1,42,38,0,0,0,1970,2,"n","RULEB1","NorthAm",40.328062,-76.505785,146.3,"423",6,6,"Dead","Dead","Dead","Dead","Liisa",NA,7.7e-07,2.72e-07,NA,NA,NA,NA
"264",295,"c|BWPEM1-9-0|Q|16","gm",NA,NA,NA,3,NA,NA,NA,NA,92,"16_1",0.574682695,0.10919924,"Dat_Jan_23_2020_PM.txt",0.26557488096,0.167773046866,3,20,2,2,2,"No","c|BWPEM1-9-0|Q|16",1,54,52,0,0,0,9896,3,"y","BWPEM1","NorthAm",37.373261,-80.524986,1156,"16",4,2,"Dead","Dead","Dead","Dead","Nikita",NA,1.13e-06,2.18e-08,-7.53e-07,5.41e-07,NA,NA
"265",296,"c|BWPEM1-9-0|Q|16","gm",NA,NA,NA,3,NA,NA,NA,NA,92,"16_2",0.480309215,0.14866286,"Dat_Jan_15_2020_AM.txt",0.21170631192,0.088210181062,3,20,2,2,2,"No","c|BWPEM1-9-0|Q|16",2,52,50,0,0,0,9896,3,"y","BWPEM1","NorthAm",37.373261,-80.524986,1156,"16",4,2,"Dead","Dead","Dead","Dead","Nikita",NA,1.13e-06,2.18e-08,-7.53e-07,5.41e-07,NA,NA
"266",297,"c|VSGARO1-1-0|Q|535","gm",NA,NA,NA,3,NA,NA,NA,NA,92,"535_1",0.60030093,0.147235485,"Dat_Jan_29_2020_AM.txt",0.1833063333,0.10729400485,3,20,4,2,2,"No","c|VSGARO1-1-0|Q|535",1,44,45,3,1,0,4889,3,"y","VSGAR01","NorthAm",44.22842,-69.78268,62,"535",4,2,"15","15","25","3","Nikita",NA,6.83e-07,-1.47e-08,-1.02e-07,3.63e-08,NA,NA
"267",298,"a|CWRIC2-X2|Q|100","m",12,106,2,1,2,1,2759,122,NA,"100_1",0.22121696,0.095800185,"Dat_Jan_16_2020_AM.txt",0.15725146524,0.069581249782,6,1,3,2,0,"No","a|CWRIC2-X2|Q|100",1,69,71,4,3,0,12189,3,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"100",1,6,"12","14","50","7","Nikita",NA,5.31e-07,3.14e-07,-2.69e-09,3.76e-08,NA,NA
"268",299,"a|CWRIC2-X2|Q|100","m",12,106,2,1,2,1,2759,122,NA,"100_2",0.310166475,0.107579065,"Dat_Jan_13_2020_AM.txt",0.21568955118,0.14623063738,6,1,3,2,0,"No","a|CWRIC2-X2|Q|100",2,45,47,0,0,0,12189,3,"y","CWRIC2","NorthAm",37.544016,-77.509875,30,"100",1,6,"12","14","50","7","Nikita",NA,5.31e-07,3.14e-07,-2.69e-09,3.76e-08,NA,NA
"269",300,"a|DVGM-20|Q|103","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"103_1",0.27099481,0.089192325,"Dat_Jan_15_2020_PM.txt",0.2181381225,0.092910736978,3,15,16,3,0,"No","a|DVGM-20|Q|103",1,53,51,0,0,2,10014,4,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"103",4,6,"20","19","153","14","Nikita",NA,7.56e-07,3.15e-08,3.86e-08,-4.29e-08,NA,NA
"270",301,"a|DVGM-20|Q|103","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"103_2",0.227839945,0.093068275,"Dat_Jan_9_2020_AM.txt",0.19144524642,0.110337452344,3,15,16,3,0,"No","a|DVGM-20|Q|103",2,62,68,3,0,0,10014,4,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"103",4,6,"20","19","153","14","Nikita",NA,7.56e-07,3.15e-08,3.86e-08,-4.29e-08,NA,NA
"271",302,"a|DVGM-20|Q|104","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"104_1",0.23583961,0.10757639,"Dat_Jan_15_2020_PM.txt",0.24824520366,0.102376833454,5,15,8,2,12,"No","a|DVGM-20|Q|104",1,48,45,2,1,0,5679,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"104",9,2,"Dead","Dead","Dead","Dead","Liisa",NA,6.44e-07,3.53e-07,-5.13e-08,5.41e-08,NA,NA
"272",303,"a|DVGM-20|Q|104","a",NA,NA,NA,2,NA,NA,NA,NA,NA,"104_2",0.24633222,0.0676325200000001,"Dat_Jan_15_2020_PM.txt",0.21008542668,0.096224953822,5,15,8,2,12,"No","a|DVGM-20|Q|104",2,49,51,3,0,1,5679,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"104",9,2,"Dead","Dead","Dead","Dead","Liisa",NA,6.44e-07,3.53e-07,-5.13e-08,5.41e-08,NA,NA
"273",304,"a|DVGM-20|Q|108","m",33,115,2,2,2,1,3408,109,NA,"108_1",0.171632995,0.0732730900000001,"Dat_Jan_8_2020_PM.txt",0.23044995294,0.089943104902,2,15,12,3,0,"No","a|DVGM-20|Q|108",1,40,36,0,0,0,8360,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"108",4,6,"17","12","100","9","Nikita",NA,8.02e-07,1.31e-07,2.08e-08,-7.01e-09,0.83,0.76
"274",305,"a|DVGM-20|Q|108","m",33,115,2,2,2,1,3408,109,NA,"108_3",0.15422535,0.0775078900000001,"Dat_Jan_14_2020_AM.txt",0.14504309556,0.0371647432,2,15,12,3,0,"No","a|DVGM-20|Q|108",3,65,65,7,0,0,8360,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"108",4,6,"17","12","100","9","Nikita",NA,8.02e-07,1.31e-07,2.08e-08,-7.01e-09,0.83,0.76
"275",306,"c|BWPEM1-9-0|Q|10","m",40,125,2,3,2,0.5,4228,129,NA,"10_1",0.189931385,0.07697229,"Dat_Jan_10_2020_AM.txt",0.1114873224,0.0707401426,1,18,8,2,0,"No","c|BWPEM1-9-0|Q|10",1,55,47,4,1,0,6461,3,"y","BWPEM1","NorthAm",37.373261,-80.524986,1156,"10",9,4,"Dead","Dead","Dead","Dead","Liisa",NA,8.99e-07,3.9e-08,-3.59e-08,5.15e-08,NA,NA
"276",307,"b|DVGM-20|Q|112","m",34,82,2,2,2,1,4576,89,NA,"112_1",0.296548145,0.11868613,"Dat_Jan_24_2020_AM.txt",0.21498256932,0.12294447328,6,4,10,3,0,"No","b|DVGM-20|Q|112",1,44,47,1,0,4,5974,2,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"112",7,3,"Dead","Dead","Dead","Dead","Liisa",NA,8.72e-07,3.88e-07,5.16e-08,-8.39e-08,NA,NA
"277",308,"b|DVGM-20|Q|112","m",34,82,2,2,2,1,4576,89,NA,"112_2",0.25893082,0.08626885,"Dat_Feb_5_2020_PM.txt",0.18258210798,0.080574485392,6,4,10,3,0,"No","b|DVGM-20|Q|112",2,62,63,4,0,1,5974,2,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"112",7,3,"Dead","Dead","Dead","Dead","Liisa",NA,8.72e-07,3.88e-07,5.16e-08,-8.39e-08,NA,NA
"278",309,"b|DVGM-20|Q|113","a",NA,NA,NA,1,NA,NA,NA,NA,NA,"113_1",0.360398625,0.160768285,"Dat_Dec_10_2019_AM.txt",0.17306371806,0.08395368688,4,10,9,3,0,"No","b|DVGM-20|Q|113",1,73,87,4,0,1,11511,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"113",3,1,"12","14","116","9","Nikita",NA,1.96e-06,9.47e-07,-1.1e-07,-1.52e-07,NA,NA
"279",310,"b|DVGM-20|Q|113","a",NA,NA,NA,1,NA,NA,NA,NA,NA,"113_2",0.310653225,0.171647365,"Dat_Dec_9_2019.txt",0.28231828062,0.095564276608,4,10,9,3,0,"No","b|DVGM-20|Q|113",2,74,66,2,0,14,11511,3,"n","DVGM","NorthAm",40.87611111,-74.95630278,232,"113",3,1,"12","14","116","9","Nikita",NA,1.96e-06,9.47e-07,-1.1e-07,-1.52e-07,NA,NA
